Frame,Class,Class_ID,X,Y
2602,Fanny,16,523.837,282.7991
2602,Lapu-Lapu,36,669.7864,602.0554
2602,Wanwan,88,69.2909,151.1989
2602,Masha,87,699.0146,38.4922
2604,Minotaur,18,403.2296,415.3498
2604,Claude,64,446.717,36.8986
2604,Fanny,16,523.1396,282.8877
2604,Novaria,119,337.1465,394.0678
2604,Valentina,110,454.4435,339.9085
2604,Lapu-Lapu,36,667.9314,604.0812
2604,Fredrinn,116,397.6614,595.1212
2604,Wanwan,88,69.2412,151.1955
2604,Masha,87,698.8015,40.4772
2604,Chou,25,576.8001,282.6753
2606,Minotaur,18,401.2776,414.8546
2606,Fanny,16,523.2835,282.6971
2606,Valentina,110,452.1903,339.8055
2606,Claude,64,445.0515,36.5703
2606,Lapu-Lapu,36,667.2814,606.2891
2606,Novaria,119,337.4366,393.0132
2606,Wanwan,88,69.1367,151.2024
2606,Fredrinn,116,394.8704,593.9802
2606,Masha,87,699.3261,42.6781
2606,Chou,25,576.1121,283.9352
2608,Minotaur,18,399.9081,414.4069
2608,Claude,64,442.4262,36.8625
2608,Valentina,110,449.9066,339.0216
2608,Fanny,16,523.0153,282.7855
2608,Lapu-Lapu,36,666.6029,607.7458
2608,Novaria,119,339.3889,390.9406
2608,Wanwan,88,69.1493,151.2365
2608,Masha,87,699.3755,44.0291
2608,Fredrinn,116,392.0821,593.3722
2608,Chou,25,575.6618,283.6251
2610,Fanny,16,523.3818,282.8588
2610,Claude,64,441.1174,36.9107
2610,Minotaur,18,397.6582,414.4761
2610,Valentina,110,448.3463,337.9294
2610,Lapu-Lapu,36,665.7144,610.6305
2610,Wanwan,88,69.2951,151.3551
2610,Fredrinn,116,391.9464,593.486
2610,Novaria,119,339.8411,390.0606
2610,Masha,87,698.9472,46.6777
2610,Chou,25,575.6355,281.9588
2612,Fanny,16,523.7543,282.9722
2612,Claude,64,439.7154,37.0299
2612,Minotaur,18,395.6954,414.7753
2612,Lapu-Lapu,36,665.0975,612.2604
2612,Wanwan,88,69.3804,151.3874
2612,Valentina,110,446.7329,337.3451
2612,Novaria,119,340.5272,388.8875
2612,Fredrinn,116,391.8991,593.6068
2612,Masha,87,699.6765,48.4874
2614,Fanny,16,523.9578,283.0185
2614,Claude,64,437.7186,37.5865
2614,Lapu-Lapu,36,664.371,614.3736
2614,Novaria,119,342.02,386.2476
2614,Wanwan,88,69.3618,151.3525
2614,Minotaur,18,394.0538,414.9855
2614,Valentina,110,444.4144,335.7231
2614,Masha,87,700.3292,50.9457
2614,Fredrinn,116,391.9894,593.6594
2616,Fanny,16,524.301,282.982
2616,Claude,64,436.3846,37.2091
2616,Novaria,119,342.7502,384.1573
2616,Wanwan,88,69.4143,151.35
2616,Lapu-Lapu,36,663.3991,615.3863
2616,Valentina,110,442.9414,335.4961
2616,Fredrinn,116,392.0444,593.6246
2616,Masha,87,700.6427,54.1356
2616,Minotaur,18,392.0214,415.451
2616,Chou,25,576.8257,282.4372
2618,Fanny,16,524.4586,282.9104
2618,Claude,64,433.5066,37.4009
2618,Wanwan,88,69.4329,151.4469
2618,Novaria,119,343.5856,382.8082
2618,Lapu-Lapu,36,663.2947,616.8333
2618,Valentina,110,441.4223,335.7722
2618,Fredrinn,116,392.118,593.6877
2618,Masha,87,700.1369,56.8834
2618,Minotaur,18,389.0486,416.5738
2620,Fanny,16,524.5846,282.9951
2620,Wanwan,88,69.4869,151.5763
2620,Lapu-Lapu,36,664.3965,615.4421
2620,Claude,64,430.5323,37.6399
2620,Novaria,119,344.6961,380.7817
2620,Fredrinn,116,392.1865,593.6558
2620,Valentina,110,438.9238,335.3599
2620,Masha,87,700.6927,61.8806
2620,Minotaur,18,386.6677,416.9118
2620,Chou,25,577.548,281.8174
2622,Fanny,16,524.4364,282.8873
2622,Lapu-Lapu,36,666.4345,616.303
2622,Claude,64,429.3339,37.7076
2622,Wanwan,88,69.4391,151.516
2622,Novaria,119,344.9155,379.4538
2622,Fredrinn,116,392.2173,593.7841
2622,Masha,87,700.5695,63.1912
2622,Valentina,110,437.3168,335.1697
2622,Minotaur,18,385.5806,417.4407
2622,Chou,25,577.5099,282.0628
2624,Fanny,16,524.4718,282.7342
2624,Lapu-Lapu,36,666.3428,615.295
2624,Wanwan,88,69.2857,151.4755
2624,Claude,64,427.9341,37.2834
2624,Novaria,119,344.0423,378.1152
2624,Fredrinn,116,392.255,593.7826
2624,Masha,87,700.7045,65.3229
2624,Valentina,110,435.6104,334.8565
2624,Minotaur,18,384.4119,417.8453
2626,Fanny,16,524.4561,282.7065
2626,Lapu-Lapu,36,668.356,615.4489
2626,Wanwan,88,69.3375,151.4566
2626,Masha,87,700.9609,68.7864
2626,Claude,64,425.4686,37.2485
2626,Novaria,119,344.0115,378.3362
2626,Valentina,110,434.4656,335.045
2626,Fredrinn,116,392.3094,593.7936
2626,Minotaur,18,381.722,418.3321
2628,Fanny,16,524.1008,282.7457
2628,Lapu-Lapu,36,670.407,615.6867
2628,Claude,64,423.3908,37.6469
2628,Wanwan,88,69.3946,151.5504
2628,Masha,87,700.8145,72.2032
2628,Novaria,119,343.7965,378.1653
2628,Valentina,110,432.0169,335.4606
2628,Fredrinn,116,392.3133,593.7936
2628,Minotaur,18,381.7335,420.0307
2630,Fanny,16,523.6727,282.9398
2630,Lapu-Lapu,36,672.7956,617.4188
2630,Claude,64,421.5033,37.1
2630,Wanwan,88,69.5704,151.5531
2630,Novaria,119,343.843,377.93
2630,Masha,87,700.2353,76.6373
2630,Fredrinn,116,392.2843,593.729
2630,Minotaur,18,382.4701,421.3553
2630,Valentina,110,429.1945,335.3734
2630,Chou,25,578.3146,280.7893
2632,Fanny,16,523.6348,282.9481
2632,Lapu-Lapu,36,671.8688,618.7505
2632,Claude,64,419.3938,37.5895
2632,Wanwan,88,69.4708,151.5323
2632,Novaria,119,344.1515,377.6601
2632,Fredrinn,116,392.3369,593.799
2632,Masha,87,699.9104,79.1221
2632,Minotaur,18,383.144,420.4145
2632,Valentina,110,428.428,335.4813
2634,Lapu-Lapu,36,670.0537,619.7315
2634,Fanny,16,523.3079,283.0272
2634,Wanwan,88,69.3015,151.4194
2634,Claude,64,417.7432,37.8652
2634,Novaria,119,344.3097,377.7665
2634,Fredrinn,116,391.9018,593.9402
2634,Masha,87,699.7788,80.7372
2634,Minotaur,18,383.3319,419.3014
2634,Valentina,110,427.2505,335.2974
2636,Fanny,16,523.2707,282.8007
2636,Claude,64,415.4453,37.4086
2636,Lapu-Lapu,36,668.4135,622.0138
2636,Wanwan,88,69.2132,151.3339
2636,Novaria,119,343.5156,379.5963
2636,Fredrinn,116,391.8698,593.899
2636,Valentina,110,425.8814,336.9425
2636,Minotaur,18,381.1833,419.4318
2636,Masha,87,699.1659,82.4808
2638,Fanny,16,523.2432,282.789
2638,Claude,64,413.1777,37.7399
2638,Lapu-Lapu,36,666.7863,623.4824
2638,Novaria,119,343.3218,381.8778
2638,Wanwan,88,69.2505,151.3051
2638,Masha,87,699.2156,86.1267
2638,Valentina,110,426.1268,338.4041
2638,Fredrinn,116,392.2282,593.9988
2638,Minotaur,18,379.4325,419.2074
2640,Fanny,16,523.5212,282.6847
2640,Claude,64,411.6077,37.3263
2640,Lapu-Lapu,36,665.58,624.6169
2640,Novaria,119,343.2819,383.6492
2640,Valentina,110,426.6788,340.2289
2640,Wanwan,88,69.3123,151.3464
2640,Fredrinn,116,391.8174,594.0321
2640,Masha,87,699.1924,89.4308
2640,Minotaur,18,376.8651,419.5361
2642,Fanny,16,523.5904,282.649
2642,Claude,64,410.0352,37.1445
2642,Lapu-Lapu,36,665.4647,624.4579
2642,Wanwan,88,69.3213,151.3865
2642,Valentina,110,427.7822,341.0875
2642,Masha,87,699.4492,92.4298
2642,Fredrinn,116,391.8453,594.0516
2642,Novaria,119,344.1317,385.1023
2642,Minotaur,18,376.3377,418.8993
2642,Chou,25,576.1647,282.5779
2644,Fanny,16,523.6553,282.6378
2644,Claude,64,408.4185,37.0974
2644,Lapu-Lapu,36,665.3748,624.4047
2644,Masha,87,699.0806,95.1018
2644,Wanwan,88,69.3793,151.3476
2644,Fredrinn,116,391.8457,594.0073
2644,Valentina,110,428.986,342.1625
2644,Novaria,119,345.4128,386.3044
2644,Minotaur,18,376.0784,419.1844
2646,Fanny,16,523.9237,282.7894
2646,Masha,87,698.9468,97.2497
2646,Claude,64,407.8955,36.3819
2646,Lapu-Lapu,36,665.0791,624.5415
2646,Wanwan,88,69.3213,151.329
2646,Valentina,110,430.5415,342.5846
2646,Fredrinn,116,392.1605,594.1697
2646,Novaria,119,347.0173,387.8122
2648,Fanny,16,524.0099,282.8676
2648,Valentina,110,430.9969,342.3385
2648,Lapu-Lapu,36,665.0387,624.5384
2648,Claude,64,405.3312,36.4633
2648,Novaria,119,349.0109,385.6646
2648,Wanwan,88,69.3747,151.3097
2648,Masha,87,699.1966,100.7404
2648,Fredrinn,116,392.2868,594.0563
2650,Fanny,16,524.0623,282.9924
2650,Valentina,110,431.0691,341.2458
2650,Claude,64,403.3196,36.4204
2650,Lapu-Lapu,36,665.0553,624.5523
2650,Masha,87,699.1739,105.4609
2650,Fredrinn,116,392.1067,594.1164
2650,Wanwan,88,69.3353,151.3009
2650,Novaria,119,349.8565,383.1165
2650,Chou,25,577.6869,282.5042
2652,Fanny,16,524.0447,282.8445
2652,Claude,64,401.6635,36.3378
2652,Valentina,110,430.3012,340.4404
2652,Lapu-Lapu,36,665.0851,624.5674
2652,Masha,87,698.4856,107.9896
2652,Wanwan,88,69.2921,151.2249
2652,Fredrinn,116,392.2039,594.1333
2652,Novaria,119,349.9447,382.315
2654,Fanny,16,524.3262,282.6722
2654,Claude,64,400.2561,36.6136
2654,Lapu-Lapu,36,664.406,626.1117
2654,Valentina,110,429.7407,338.9409
2654,Masha,87,697.8452,111.7601
2654,Wanwan,88,69.4081,151.1246
2654,Fredrinn,116,392.1281,594.0873
2654,Novaria,119,350.246,379.7787
2654,Fanny,16,577.9525,283.7827
2656,Fanny,16,524.3843,282.4632
2656,Claude,64,398.5431,36.2993
2656,Lapu-Lapu,36,662.5687,627.3213
2656,Wanwan,88,69.4598,151.1134
2656,Masha,87,697.4908,112.8197
2656,Novaria,119,349.5598,380.7359
2656,Valentina,110,427.6652,337.4009
2656,Fredrinn,116,394.6819,593.7475
2656,Fanny,16,577.2986,281.8881
2658,Fanny,16,524.0338,282.4701
2658,Claude,64,398.2639,36.3991
2658,Lapu-Lapu,36,660.9441,628.1255
2658,Wanwan,88,69.5484,151.0834
2658,Masha,87,697.3119,115.3213
2658,Novaria,119,351.1056,380.7883
2658,Fredrinn,116,396.9645,593.0287
2658,Valentina,110,425.9449,336.295
2660,Fanny,16,523.8918,282.4728
2660,Lapu-Lapu,36,659.1923,629.6268
2660,Claude,64,398.2118,36.393
2660,Fredrinn,116,398.0273,594.4641
2660,Novaria,119,351.4721,381.9226
2660,Wanwan,88,69.5303,151.0969
2660,Masha,87,697.5278,119.2943
2660,Valentina,110,424.8471,335.3774
2662,Lapu-Lapu,36,657.5361,630.083
2662,Fanny,16,523.1677,282.8234
2662,Claude,64,398.0775,36.3718
2662,Masha,87,697.4876,123.2456
2662,Novaria,119,351.3918,383.1391
2662,Wanwan,88,69.5158,151.0994
2662,Fredrinn,116,395.7095,596.3234
2662,Valentina,110,422.6075,335.4901
2664,Lapu-Lapu,36,656.0451,630.5479
2664,Fanny,16,523.2698,282.9495
2664,Masha,87,697.7063,125.2603
2664,Claude,64,397.7991,36.8189
2664,Wanwan,88,69.5536,151.0946
2664,Novaria,119,351.5638,383.1978
2664,Fredrinn,116,393.4941,596.7511
2664,Valentina,110,420.9482,335.0107
2666,Lapu-Lapu,36,653.6971,632.2287
2666,Claude,64,352.4665,32.5319
2666,Fanny,16,522.8232,282.8363
2666,Fredrinn,116,391.9322,596.0964
2666,Masha,87,697.0661,129.156
2666,Valentina,110,418.6053,333.6649
2666,Novaria,119,351.0714,385.5468
2666,Wanwan,88,69.4981,151.1384
2668,Lapu-Lapu,36,654.3416,630.6047
2668,Fanny,16,522.8245,282.8787
2668,Valentina,110,416.2439,332.6312
2668,Claude,64,350.2926,32.6668
2668,Masha,87,697.5705,131.0646
2668,Wanwan,88,69.5002,151.113
2668,Novaria,119,350.7551,388.3245
2668,Fredrinn,116,392.6727,593.8367
2670,Fanny,16,522.9754,283.2938
2670,Lapu-Lapu,36,654.7543,629.9125
2670,Valentina,110,414.8954,332.676
2670,Masha,87,697.3812,133.5349
2670,Claude,64,347.9921,33.1922
2670,Wanwan,88,69.5837,151.0677
2670,Fredrinn,116,392.7989,593.6923
2670,Chou,25,575.5423,282.385
2670,Novaria,119,351.2892,389.7122
2672,Fanny,16,523.2653,283.5285
2672,Lapu-Lapu,36,654.894,629.6872
2672,Valentina,110,413.402,332.0202
2672,Claude,64,347.3273,33.3044
2672,Masha,87,697.0809,136.3237
2672,Wanwan,88,69.5801,151.0693
2672,Fredrinn,116,392.9953,593.7165
2672,Novaria,119,350.9637,391.0402
2672,Chou,25,576.8297,282.5304
2674,Fanny,16,523.3293,283.4121
2674,Lapu-Lapu,36,655.0222,629.5739
2674,Valentina,110,411.2382,331.7878
2674,Claude,64,345.6047,33.1621
2674,Masha,87,697.2577,140.1887
2674,Wanwan,88,69.5034,151.151
2674,Fredrinn,116,392.803,593.5306
2674,Novaria,119,351.0994,392.1157
2674,Chou,25,577.4966,283.6498
2676,Fanny,16,523.5875,283.2589
2676,Valentina,110,408.9338,331.018
2676,Lapu-Lapu,36,654.8832,629.5428
2676,Wanwan,88,69.4645,151.1269
2676,Claude,64,343.2262,33.1138
2676,Masha,87,696.7263,142.9284
2676,Fredrinn,116,392.8473,593.4156
2676,Novaria,119,350.8365,392.7876
2676,Chou,25,578.2884,283.598
2678,Fanny,16,523.7905,283.0827
2678,Valentina,110,406.8002,330.8432
2678,Lapu-Lapu,36,655.1356,629.582
2678,Wanwan,88,69.5325,151.1354
2678,Masha,87,696.4544,146.1595
2678,Fredrinn,116,392.7485,593.5576
2678,Claude,64,341.8323,33.6146
2678,Novaria,119,351.1879,392.6753
2680,Fanny,16,523.704,283.1265
2680,Valentina,110,405.4653,330.6487
2680,Lapu-Lapu,36,655.2868,629.6364
2680,Wanwan,88,69.4616,151.2149
2680,Claude,64,340.222,32.6322
2680,Masha,87,696.8238,148.9231
2680,Fredrinn,116,392.8237,593.4965
2680,Novaria,119,354.0621,391.012
2680,Chou,25,577.3517,282.2892
2682,Fanny,16,523.7305,283.0529
2682,Valentina,110,406.4242,330.9349
2682,Lapu-Lapu,36,652.8829,630.7531
2682,Claude,64,338.7932,32.3712
2682,Masha,87,697.014,151.8502
2682,Wanwan,88,69.5173,151.2464
2682,Fredrinn,116,392.3077,591.7358
2682,Novaria,119,353.0815,391.2335
2682,Chou,25,577.984,282.0267
2684,Fanny,16,523.6986,282.9054
2684,Valentina,110,406.4165,330.9283
2684,Claude,64,336.5394,32.1236
2684,Lapu-Lapu,36,651.0534,631.596
2684,Masha,87,697.0093,153.9155
2684,Wanwan,88,69.4937,151.2756
2684,Fredrinn,116,390.8397,593.042
2684,Novaria,119,353.7692,387.2952
2686,Fanny,16,523.6575,283.0223
2686,Valentina,110,406.419,330.9092
2686,Claude,64,335.3879,31.5772
2686,Wanwan,88,69.4046,151.3351
2686,Lapu-Lapu,36,649.8368,632.4128
2686,Fredrinn,116,391.0986,595.4198
2686,Masha,87,697.3226,157.8619
2686,Novaria,119,355.5952,385.2039
2688,Fanny,16,522.2348,283.3405
2688,Valentina,110,406.3831,330.9554
2688,Wanwan,88,69.3406,151.3697
2688,Lapu-Lapu,36,649.352,634.3565
2688,Fredrinn,116,393.8156,595.0941
2688,Claude,64,332.5279,31.6172
2688,Masha,87,697.1845,160.4242
2688,Novaria,119,355.4846,384.7409
2690,Valentina,110,406.5147,331.0159
2690,Lapu-Lapu,36,650.3334,635.3045
2690,Fanny,16,521.1848,285.3877
2690,Wanwan,88,69.413,151.3461
2690,Masha,87,695.8821,162.221
2690,Fredrinn,116,396.6684,594.1471
2690,Claude,64,331.3778,31.0215
2690,Novaria,119,356.5923,383.6666
2690,Minotaur,18,324.3891,411.2634
2692,Valentina,110,405.8822,330.7744
2692,Lapu-Lapu,36,651.6486,635.9757
2692,Fanny,16,520.5616,287.1868
2692,Wanwan,88,69.3314,151.3248
2692,Masha,87,695.8607,165.4149
2692,Claude,64,329.4399,30.8467
2692,Fredrinn,116,398.283,592.8727
2692,Novaria,119,357.2565,384.2701
2692,Minotaur,18,323.3949,411.6046
2694,Valentina,110,402.8849,330.59
2694,Fanny,16,519.8378,288.5849
2694,Lapu-Lapu,36,653.9756,636.8253
2694,Wanwan,88,69.3127,151.2693
2694,Fredrinn,116,399.8602,590.4908
2694,Masha,87,695.9784,168.4845
2694,Claude,64,327.2149,30.736
2694,Novaria,119,356.9977,384.8932
2694,Chou,25,576.8575,282.7635
2694,Minotaur,18,320.696,413.1183
2696,Fanny,16,519.5271,291.1472
2696,Valentina,110,401.6321,330.7254
2696,Lapu-Lapu,36,653.9583,636.7948
2696,Wanwan,88,69.3326,151.2403
2696,Fredrinn,116,399.8637,590.5158
2696,Masha,87,696.3083,171.5475
2696,Claude,64,325.4618,30.8808
2696,Novaria,119,357.5108,386.857
2696,Minotaur,18,318.8962,410.2285
2696,Chou,25,576.1405,282.9526
2698,Fanny,16,519.1857,292.1424
2698,Valentina,110,399.6549,330.532
2698,Lapu-Lapu,36,653.9693,636.7167
2698,Wanwan,88,69.3691,151.2474
2698,Fredrinn,116,399.8873,590.6596
2698,Masha,87,696.1261,173.8675
2698,Claude,64,322.9373,30.5185
2698,Novaria,119,358.5998,387.803
2698,Chou,25,576.2187,283.2881
2698,Minotaur,18,317.8566,410.1467
2700,Valentina,110,397.5598,330.8798
2700,Fanny,16,518.9311,293.5582
2700,Lapu-Lapu,36,653.9869,636.7305
2700,Wanwan,88,69.2488,151.2594
2700,Fredrinn,116,399.8598,590.7021
2700,Claude,64,321.7123,30.4612
2700,Masha,87,694.7662,178.0725
2700,Novaria,119,359.958,388.1731
2700,Minotaur,18,316.9274,410.3114
2700,Chou,25,575.7293,283.6746
2702,Valentina,110,396.0886,330.8548
2702,Fanny,16,519.2245,293.884
2702,Lapu-Lapu,36,653.9966,636.843
2702,Wanwan,88,69.2518,151.2226
2702,Fredrinn,116,399.8428,590.7169
2702,Masha,87,694.1864,182.29
2702,Claude,64,320.8097,30.3627
2702,Novaria,119,362.4112,390.7039
2702,Chou,25,576.8977,283.5713
2702,Minotaur,18,315.0406,410.7096
2704,Fanny,16,519.3193,293.8996
2704,Valentina,110,394.0106,330.838
2704,Lapu-Lapu,36,653.963,636.9197
2704,Claude,64,319.2119,30.4132
2704,Wanwan,88,69.2406,151.2154
2704,Masha,87,694.0894,184.5701
2704,Fredrinn,116,399.8543,590.7862
2704,Novaria,119,364.0237,391.0044
2704,Minotaur,18,313.5766,411.2381
2704,Chou,25,577.8344,283.3546
2706,Fanny,16,519.4872,293.6447
2706,Claude,64,318.5095,30.2747
2706,Lapu-Lapu,36,653.9633,636.7615
2706,Valentina,110,390.5222,329.72
2706,Wanwan,88,69.2692,151.2087
2706,Fredrinn,116,399.8811,590.8282
2706,Masha,87,693.8778,186.4521
2706,Novaria,119,364.74,391.249
2706,Minotaur,18,313.3966,410.8331
2706,Chou,25,578.0346,283.2686
2708,Fanny,16,519.4392,293.5453
2708,Lapu-Lapu,36,655.6194,635.7917
2708,Valentina,110,388.8779,330.4206
2708,Wanwan,88,69.2687,151.1623
2708,Fredrinn,116,399.8694,590.8152
2708,Masha,87,693.6116,189.6116
2708,Claude,64,314.4139,30.2885
2708,Novaria,119,363.1691,389.8166
2708,Minotaur,18,310.7784,410.5673
2710,Fanny,16,519.6266,293.5922
2710,Valentina,110,388.0,330.4153
2710,Lapu-Lapu,36,657.6432,634.3437
2710,Wanwan,88,69.2686,151.1808
2710,Fredrinn,116,399.882,590.7418
2710,Masha,87,693.6336,191.5416
2710,Claude,64,313.3982,30.0952
2710,Novaria,119,361.7693,388.7682
2710,Minotaur,18,308.8709,410.3531
2710,Chou,25,577.7629,282.5086
2712,Fanny,16,520.6584,292.7645
2712,Valentina,110,388.4479,330.9368
2712,Lapu-Lapu,36,658.9149,633.9642
2712,Wanwan,88,69.2523,151.1344
2712,Fredrinn,116,399.8433,590.7778
2712,Claude,64,312.2189,30.1106
2712,Chou,25,577.5294,280.7402
2712,Masha,87,693.9188,195.986
2712,Minotaur,18,305.7638,410.4796
2712,Novaria,119,359.8358,387.6998
2714,Fanny,16,528.4483,291.7675
2714,Valentina,110,388.3938,331.013
2714,Claude,64,311.3583,29.7243
2714,Wanwan,88,69.2377,151.1691
2714,Lapu-Lapu,36,661.4009,633.3934
2714,Masha,87,693.1112,198.6916
2714,Fredrinn,116,400.7836,590.4482
2714,Novaria,119,359.7801,388.3023
2714,Minotaur,18,305.199,410.664
2716,Fanny,16,528.5912,295.21
2716,Valentina,110,388.4875,330.9765
2716,Masha,87,692.958,202.1255
2716,Claude,64,308.5214,29.502
2716,Wanwan,88,69.2,151.12
2716,Fredrinn,116,400.9685,587.9975
2716,Lapu-Lapu,36,663.9698,632.586
2716,Minotaur,18,307.56,410.6267
2716,Novaria,119,359.8071,388.1966
2718,Fanny,16,529.7417,296.7409
2718,Valentina,110,388.5191,330.4683
2718,Lapu-Lapu,36,665.9077,632.7419
2718,Masha,87,693.0818,204.5776
2718,Claude,64,305.9144,28.5984
2718,Fredrinn,116,401.3144,585.622
2718,Wanwan,88,69.1719,151.1359
2718,Minotaur,18,309.1172,410.2074
2718,Novaria,119,360.3188,388.2467
2720,Fanny,16,529.787,298.8038
2720,Fredrinn,116,401.1822,583.7469
2720,Valentina,110,389.2213,329.7409
2720,Lapu-Lapu,36,666.2741,632.2144
2720,Claude,64,304.7934,29.0764
2720,Wanwan,88,69.1918,151.1867
2720,Masha,87,693.2608,206.8554
2720,Novaria,119,360.3379,388.2822
2720,Minotaur,18,309.5738,409.1192
2722,Fanny,16,530.2127,299.6226
2722,Fredrinn,116,401.3753,581.9948
2722,Claude,64,303.5592,28.5235
2722,Lapu-Lapu,36,666.1769,632.2466
2722,Wanwan,88,69.1332,151.2428
2722,Valentina,110,390.3701,327.8083
2722,Masha,87,693.6702,210.2646
2722,Novaria,119,359.7175,388.8754
2722,Minotaur,18,307.896,407.0925
2724,Fanny,16,529.9299,299.4635
2724,Claude,64,301.7045,27.9617
2724,Valentina,110,391.0612,327.3204
2724,Fredrinn,116,401.6181,580.8196
2724,Lapu-Lapu,36,666.4195,632.1913
2724,Wanwan,88,69.1022,151.2336
2724,Novaria,119,358.2863,390.3837
2724,Masha,87,693.3015,214.1199
2724,Minotaur,18,306.4239,405.9943
2726,Fanny,16,530.0235,299.4588
2726,Claude,64,299.6997,27.5395
2726,Valentina,110,393.2345,325.6403
2726,Fredrinn,116,401.8523,580.7384
2726,Lapu-Lapu,36,666.3689,632.4153
2726,Wanwan,88,69.1393,151.2376
2726,Masha,87,693.6731,218.4656
2726,Novaria,119,355.38,391.3505
2726,Minotaur,18,305.5724,404.4452
2728,Fanny,16,530.0255,299.5263
2728,Claude,64,297.2135,27.161
2728,Valentina,110,393.9846,324.8633
2728,Lapu-Lapu,36,666.3654,632.366
2728,Fredrinn,116,401.8385,580.8326
2728,Wanwan,88,69.1395,151.2464
2728,Masha,87,693.7883,220.2252
2728,Novaria,119,355.5279,392.1288
2728,Minotaur,18,305.2839,403.4355
2730,Fanny,16,529.7813,299.5391
2730,Claude,64,295.5071,26.5876
2730,Lapu-Lapu,36,666.2616,632.2909
2730,Fredrinn,116,401.9456,580.9413
2730,Wanwan,88,68.9515,151.2875
2730,Valentina,110,395.0008,323.9858
2730,Masha,87,694.4483,223.9795
2730,Novaria,119,356.4401,392.3292
2730,Minotaur,18,305.9178,401.7708
2732,Fanny,16,529.8179,299.5179
2732,Lapu-Lapu,36,666.4488,631.8526
2732,Valentina,110,396.7598,324.0562
2732,Fredrinn,116,401.9283,580.9407
2732,Claude,64,295.1437,26.8468
2732,Wanwan,88,69.0315,151.1854
2732,Masha,87,694.4283,225.827
2732,Novaria,119,357.4515,392.507
2732,Minotaur,18,306.7153,399.9827
2734,Fanny,16,529.8453,299.4027
2734,Valentina,110,399.4953,323.0646
2734,Claude,64,293.2255,27.132
2734,Fredrinn,116,401.9683,580.9102
2734,Lapu-Lapu,36,666.0914,629.4199
2734,Wanwan,88,69.0041,151.2576
2734,Novaria,119,359.2213,390.6906
2734,Minotaur,18,305.2287,398.7239
2734,Masha,87,694.0764,230.2413
2736,Fanny,16,529.7581,299.4234
2736,Valentina,110,400.9023,322.3098
2736,Claude,64,291.6097,27.1389
2736,Lapu-Lapu,36,664.9965,629.4945
2736,Wanwan,88,69.0177,151.2037
2736,Fredrinn,116,401.4059,580.8006
2736,Masha,87,694.2584,232.73
2736,Novaria,119,359.0281,388.7973
2736,Minotaur,18,304.3592,398.3293
2738,Valentina,110,402.9663,320.8723
2738,Fanny,16,529.7869,299.5197
2738,Claude,64,289.8877,26.9615
2738,Minotaur,18,303.4032,397.4777
2738,Wanwan,88,69.0325,151.2006
2738,Novaria,119,359.0164,387.0661
2738,Lapu-Lapu,36,663.7262,630.2232
2738,Fredrinn,116,401.253,580.9127
2738,Masha,87,694.1949,236.3276
2740,Valentina,110,403.7537,319.7739
2740,Fanny,16,529.6963,299.5123
2740,Minotaur,18,301.9896,397.5879
2740,Novaria,119,358.7036,383.4381
2740,Wanwan,88,69.0807,151.189
2740,Claude,64,287.5498,26.6753
2740,Lapu-Lapu,36,663.8303,631.8726
2740,Masha,87,694.3885,238.9286
2740,Fredrinn,116,401.3439,580.8794
2742,Fanny,16,529.5335,299.5373
2742,Valentina,110,403.3952,318.018
2742,Minotaur,18,300.9221,397.5451
2742,Lapu-Lapu,36,665.3613,633.2244
2742,Novaria,119,359.3422,382.823
2742,Wanwan,88,69.0898,151.2263
2742,Masha,87,694.7891,242.705
2742,Claude,64,285.8643,26.6766
2742,Fredrinn,116,401.9902,579.9218
2744,Fanny,16,529.503,299.6996
2744,Lapu-Lapu,36,666.9739,633.696
2744,Masha,87,695.1633,245.0226
2744,Minotaur,18,299.8064,397.4241
2744,Claude,64,283.7509,26.3534
2744,Valentina,110,403.1698,317.0957
2744,Novaria,119,359.6013,382.5994
2744,Wanwan,88,69.1283,151.2903
2744,Fredrinn,116,402.34,577.967
2746,Fanny,16,529.4222,299.6563
2746,Claude,64,283.4362,26.1406
2746,Lapu-Lapu,36,667.0499,633.9597
2746,Minotaur,18,298.4725,396.658
2746,Wanwan,88,69.1397,151.2056
2746,Masha,87,693.8707,247.9766
2746,Novaria,119,359.6998,382.6868
2746,Valentina,110,402.5497,316.2843
2746,Fredrinn,116,401.4949,576.3674
2748,Fanny,16,529.3845,299.6915
2748,Claude,64,280.7779,25.6831
2748,Lapu-Lapu,36,667.1063,633.942
2748,Valentina,110,401.0655,314.8191
2748,Fredrinn,116,399.4196,574.8758
2748,Wanwan,88,69.1065,151.2065
2748,Minotaur,18,296.5102,395.5024
2748,Masha,87,694.0027,251.5067
2748,Novaria,119,359.7852,383.0554
2750,Fanny,16,529.4641,299.6822
2750,Lapu-Lapu,36,667.1135,633.9982
2750,Valentina,110,399.2659,313.211
2750,Claude,64,278.7429,25.4825
2750,Wanwan,88,69.1895,151.2021
2750,Minotaur,18,294.7301,395.1755
2750,Novaria,119,360.0698,382.8569
2750,Fredrinn,116,398.1151,574.9866
2750,Masha,87,694.3721,254.254
2752,Fanny,16,529.4567,299.64
2752,Lapu-Lapu,36,667.1035,634.0085
2752,Wanwan,88,69.1483,151.2066
2752,Valentina,110,399.0254,312.0039
2752,Minotaur,18,293.5176,395.2527
